movie,speaker,utterance,srt_index,emotion,emotion_id,start_time,end_time
Bossbaby,BossBaby,Like a ship at sea.,1157,neutral,4,"00:58:39,249","00:58:40,208"
Bossbaby,BossBaby,Tree! I'm gonna hit it!,1163,neutral,4,"00:58:53,222","00:58:54,889"
Bossbaby,BossBaby,Huh?,1177,happy,3,"00:59:33,345","00:59:34,554"
Bossbaby,BossBaby,No! We did it.,1179,happy,3,"00:59:38,850","00:59:40,810"
Bossbaby,BossBaby,They're gone.,1210,sad,5,"01:01:00,349","01:01:01,932"
Bossbaby,BossBaby,if I didn't have to go back for you!,1213,surprise,6,"01:01:07,648","01:01:09,023"
Bossbaby,BossBaby,What? We would have been here in plenty of time...,1214,angry,0,"01:01:09,191","01:01:11,567"
Bossbaby,BossBaby,If you knew how to ride a bike like a normal kid!,1215,others,7,"01:01:11,735","01:01:13,653"
Bossbaby,BossBaby,Who cares? My parents are in danger.,1217,others,7,"01:01:16,114","01:01:18,199"
Bossbaby,BossBaby,You don't even know what it's like to be part of a family.,1220,angry,0,"01:01:23,163","01:01:25,623"
Bossbaby,BossBaby,"or bedtime stories, or special songs!",1223,angry,0,"01:01:30,128","01:01:32,296"
Bossbaby,BossBaby,You're a baby!,1225,angry,0,"01:01:35,092","01:01:36,050"
Bossbaby,BossBaby,My life was perfect until you showed up!,1227,angry,0,"01:01:38,011","01:01:40,096"
Bossbaby,BossBaby,"Oh, believe me, kid, the feeling is mutual.",1228,angry,0,"01:01:40,263","01:01:42,348"
Bossbaby,BossBaby,What do you mean?,1241,neutral,4,"01:02:51,710","01:02:52,960"
Bossbaby,BossBaby,Baby corp is the only home I've ever known.,1242,neutral,4,"01:02:53,128","01:02:55,671"
Bossbaby,BossBaby,To be part of a family.,1244,neutral,4,"01:02:59,843","01:03:01,135"
Bossbaby,BossBaby,Yeah.,1247,neutral,4,"01:03:06,308","01:03:07,516"
Bossbaby,BossBaby,"I can't do this without you, Tim.",1250,neutral,4,"01:03:12,773","01:03:14,607"
Bossbaby,BossBaby,No.,1253,neutral,4,"01:03:18,987","01:03:19,987"
Bossbaby,BossBaby,"Oh, right.",1255,neutral,4,"01:03:23,617","01:03:24,825"
Bossbaby,BossBaby,"Don't worry, Tim.",1256,happy,3,"01:03:25,577","01:03:26,952"
Bossbaby,BossBaby,But how do we get to Vegas now?,1259,surprise,6,"01:03:31,875","01:03:33,751"
Bossbaby,BossBaby,We're gonna need a miracle.,1260,disgust,1,"01:03:33,919","01:03:36,003"
Bossbaby,BossBaby,Ah!,1261,happy,3,"01:03:36,463","01:03:37,296"
Bossbaby,BossBaby,Why is it empty?,1289,happy,3,"01:04:52,163","01:04:53,247"
Bossbaby,BossBaby,Why don't you give it a try?,1313,fear,2,"01:06:07,238","01:06:08,322"
Bossbaby,BossBaby,"Here, let's get you into character.",1315,others,7,"01:06:10,033","01:06:11,742"
Bossbaby,BossBaby,"All right, all right, all right.",1318,neutral,4,"01:06:15,455","01:06:16,747"
Bossbaby,BossBaby,"So, you went to a community college, is it?",1319,neutral,4,"01:06:18,833","01:06:22,169"
Bossbaby,BossBaby,Keep going!,1321,neutral,4,"01:06:23,338","01:06:24,171"
Bossbaby,BossBaby,"And you have the guts to ask me for a bonus, now?",1322,neutral,4,"01:06:24,339","01:06:27,967"
Bossbaby,BossBaby,Now you're getting into it.,1324,surprise,6,"01:06:29,678","01:06:31,095"
Bossbaby,BossBaby,Huh?,1325,neutral,4,"01:06:31,262","01:06:32,221"
Bossbaby,BossBaby,"Well, blow me down.",1326,neutral,4,"01:06:33,223","01:06:35,224"
Bossbaby,BossBaby,Land ho!,1354,others,7,"01:07:45,754","01:07:46,879"
Bossbaby,BossBaby,"Atta boy! Go, Tim! Go!",1433,others,7,"01:11:32,814","01:11:34,898"
Bossbaby,BossBaby,Bratty kid!,1446,fear,2,"01:11:58,840","01:11:59,840"
Bossbaby,BossBaby,That's right! What?,1468,disgust,1,"01:12:45,428","01:12:47,220"
Bossbaby,BossBaby,Upsies.,1494,neutral,4,"01:13:42,568","01:13:43,360"
Bossbaby,BossBaby,But what if you go baby again?,1496,disgust,1,"01:13:45,321","01:13:46,738"
Bossbaby,BossBaby,"It'll be fine. Fine, fine.",1497,angry,0,"01:13:46,906","01:13:48,949"
Bossbaby,BossBaby,Fine!,1498,angry,0,"01:13:49,117","01:13:50,033"
Bossbaby,BossBaby,"Go, Tim! Get your parents...",1508,fear,2,"01:14:14,600","01:14:15,809"
Bossbaby,BossBaby,Aha!,1521,fear,2,"01:15:29,759","01:15:30,675"
Bossbaby,BossBaby,Let's go home.,1550,neutral,4,"01:16:50,381","01:16:52,090"
Bossbaby,BossBaby,"Well, team, good job.",1553,neutral,4,"01:17:14,530","01:17:16,364"
Bossbaby,BossBaby,"Staci, this letter should get you",1554,neutral,4,"01:17:16,532","01:17:18,491"
Bossbaby,BossBaby,How about a raise?,1558,neutral,4,"01:17:26,042","01:17:27,000"
Bossbaby,BossBaby,And you guys don't always have to,1565,neutral,4,"01:17:36,677","01:17:37,886"
Bossbaby,BossBaby,"toe the company line, you know?",1566,neutral,4,"01:17:38,054","01:17:39,304"
Bossbaby,BossBaby,That's the attitude.,1570,neutral,4,"01:17:43,184","01:17:44,559"
Bossbaby,BossBaby,You're the man! Absolutely!,1572,neutral,4,"01:17:45,978","01:17:46,978"
Bossbaby,BossBaby,Oh! You've earned it.,1574,sad,5,"01:17:50,316","01:17:52,233"
Bossbaby,BossBaby,"But, hey! How about you?",1586,neutral,4,"01:18:22,848","01:18:24,349"
Bossbaby,BossBaby,"Oh, don't worry.",1589,neutral,4,"01:18:33,359","01:18:34,609"
Bossbaby,BossBaby,Baby corp has a procedure for situations like this.,1590,neutral,4,"01:18:34,777","01:18:37,237"
Bossbaby,BossBaby,"Well, I guess we both got what we wanted.",1596,neutral,4,"01:18:52,878","01:18:55,296"
Bossbaby,BossBaby,I don't really have a choice.,1602,neutral,4,"01:19:14,567","01:19:16,609"
Bossbaby,BossBaby,"Yeah, right.",1603,neutral,4,"01:19:16,777","01:19:17,777"
Bossbaby,BossBaby,Whoa!,1619,neutral,4,"01:21:57,479","01:21:58,479"
Bossbaby,Francis,What is all this?,0959,happy,3,"00:48:50,244","00:48:51,328"
Bossbaby,Francis,A baby corp binky? Where did you get that?,0961,neutral,4,"00:48:53,915","00:48:56,666"
Bossbaby,Francis,"Oh, you don't recognize me?",0962,happy,3,"00:48:56,876","00:48:59,210"
Bossbaby,Francis,How did you end up here?,0970,disgust,1,"00:49:21,442","00:49:23,234"
Bossbaby,Francis,You know what I do to little kids,0971,disgust,1,"00:49:24,028","00:49:25,487"
Bossbaby,Francis,who ask lots of questions about me?,0972,disgust,1,"00:49:25,613","00:49:27,072"
Bossbaby,Francis,All the attention.,1001,sad,5,"00:50:36,100","00:50:37,767"
Bossbaby,Francis,"You know how that feels, don't you, Tim?",1002,neutral,4,"00:50:37,935","00:50:40,770"
Bossbaby,Francis,And then what happened?,1005,sad,5,"00:50:48,696","00:50:50,196"
Bossbaby,Francis,Well...,1006,angry,0,"00:50:50,531","00:50:51,865"
Bossbaby,Francis,Isn't it?,1026,happy,3,"00:51:43,000","00:51:43,917"
Bossbaby,Francis,It's mine! It's mine!,1029,happy,3,"00:51:53,886","00:51:55,678"
Bossbaby,Francis,No! Yes!,1033,happy,3,"00:52:02,561","00:52:03,895"
Bossbaby,Francis,What? Tell?,1036,neutral,4,"00:52:08,234","00:52:09,692"
Bossbaby,Francis,I'm taking them both with me to las Vegas.,1040,neutral,4,"00:52:15,241","00:52:17,367"
Bossbaby,Francis,So stay out of my way.,1041,neutral,4,"00:52:17,535","00:52:19,536"
Bossbaby,Francis,"Oh, believe me...",1057,neutral,4,"00:53:00,911","00:53:02,078"
Bossbaby,Francis,That's very reassuring.,1060,neutral,4,"00:53:07,293","00:53:09,002"
Bossbaby,Francis,Now you see them.,1061,neutral,4,"00:53:09,503","00:53:11,421"
Bossbaby,Francis,"We're going to take over the world,",1394,happy,3,"01:09:29,107","01:09:31,275"
Bossbaby,Francis,What are Tim and the baby doing here?,1408,surprise,6,"01:10:13,067","01:10:14,776"
Bossbaby,Francis,Launch initiated.,1437,angry,0,"01:11:38,987","01:11:40,153"
Bossbaby,Francis,"I'm launching my forever puppies,",1438,angry,0,"01:11:40,321","01:11:42,281"
Bossbaby,Francis,You should understand what I'm talking about.,1443,angry,0,"01:11:51,958","01:11:53,542"
Bossbaby,Francis,Yeah!,1448,angry,0,"01:12:02,760","01:12:03,677"
Bossbaby,Francis,You could have had your parents' love all to yourself again!,1449,angry,0,"01:12:03,845","01:12:06,179"
Bossbaby,Francis,We're partners! Ha!,1454,angry,0,"01:12:12,145","01:12:13,562"
Bossbaby,Francis,Baby corp is through.,1464,happy,3,"01:12:37,128","01:12:38,628"
Bossbaby,Janice,About the b-a-b-e-e.,0137,neutral,4,"00:10:37,412","00:10:39,413"
Bossbaby,Janice,Look at him! He wears a suit!,0147,happy,3,"00:11:07,067","00:11:09,735"
Bossbaby,Janice,"We'll have it on Monday, Mr. Francis.",0173,others,7,"00:12:43,538","00:12:44,997"
Bossbaby,Janice,We are very disappointed in you.,0493,angry,0,"00:27:03,355","00:27:04,856"
Bossbaby,Janice,Weeks! Three weeks!,0499,angry,0,"00:27:13,532","00:27:14,741"
Bossbaby,Janice,Who's there? I got a racket!,0786,others,7,"00:39:24,971","00:39:26,430"
Bossbaby,Janice,Aw! Isn't he adorable?,0804,happy,3,"00:40:07,347","00:40:09,515"
Bossbaby,Janice,"'I don't think I'll fit,' said gretel.",0814,happy,3,"00:40:29,994","00:40:32,162"
Bossbaby,Janice,It's take your kid to work day! And you're the kid.,0847,happy,3,"00:42:19,103","00:42:21,188"
Bossbaby,Janice,"Can the baby come, too?",0850,happy,3,"00:42:25,276","00:42:26,443"
Bossbaby,Janice,I wish I was that excited for work.,0854,happy,3,"00:42:31,950","00:42:33,534"
Bossbaby,Janice,Your dad and i have some work to do.,0867,happy,3,"00:43:46,899","00:43:49,026"
Bossbaby,Janice,Dad and I know we haven't been able,0872,neutral,4,"00:43:57,118","00:43:58,702"
Bossbaby,Janice,to do as much with you as we used to.,0873,sad,5,"00:43:58,870","00:44:00,454"
Bossbaby,Janice,Both of us?,1548,surprise,6,"01:16:43,291","01:16:44,416"
Bossbaby,Ted,"Oh, I don't know, a little freaky?",0151,happy,3,"00:11:16,660","00:11:18,952"
Bossbaby,Ted,"All babies are different, Tim.",0154,neutral,4,"00:11:26,127","00:11:27,503"
Bossbaby,Ted,"Trust me, one day you're gonna get to know this little guy...",0159,happy,3,"00:11:35,345","00:11:38,097"
Bossbaby,Ted,And you are gonna love him with all of your heart.,0160,happy,3,"00:11:38,264","00:11:40,766"
Bossbaby,Ted,What happened to bedtime?,0172,disgust,1,"00:12:39,993","00:12:41,744"
Bossbaby,Ted,Timothy Leslie Templeton!,0492,fear,2,"00:27:01,520","00:27:03,271"
Bossbaby,Ted,Is something wrong? Am I fired?,0844,neutral,4,"00:42:14,599","00:42:15,933"
Bossbaby,Ted,What?,0846,happy,3,"00:42:18,102","00:42:18,936"
Bossbaby,Ted,Yeah!,0853,happy,3,"00:42:30,990","00:42:31,782"
Bossbaby,Ted,You wanna come up to the office and hang out with us?,0868,happy,3,"00:43:49,193","00:43:51,528"
Bossbaby,Ted,We'll stick your brother in the puppy zone...,0869,happy,3,"00:43:51,696","00:43:53,530"
Bossbaby,Ted,I'm fine. We're fine.,1543,happy,3,"01:16:34,657","01:16:35,740"
Croods,Ugga,Remember the signal. Good girls wait for the signal. Ugga.,0036,neutral,4,"00:03:24,680","00:03:28,526"
Croods,Ugga,Really? She already doesn't listen to me. Hey!,0120,neutral,4,"00:12:07,160","00:12:09,811"
Croods,Ugga,"If she wants to survive, she has to follow our rules.",0122,neutral,4,"00:12:11,680","00:12:14,206"
Croods,Ugga,Eep is gone.,0158,surprise,6,"00:18:41,000","00:18:42,001"
Croods,Ugga,Hey!,0224,happy,3,"00:22:00,440","00:22:01,441"
Croods,Ugga,"You know what, I am so mad right now that I can't talk to her.",0228,neutral,4,"00:22:07,560","00:22:10,848"
Croods,Ugga,Just stop running into their fists.,0308,neutral,4,"00:29:20,520","00:29:22,045"
Croods,Ugga,"Sandy, no. Fire is not a plaything.",0354,happy,3,"00:34:12,320","00:34:14,641"
Croods,Ugga,I'm sorry.,0376,happy,3,"00:35:26,360","00:35:27,771"
Croods,Ugga,Just feels right.,0425,neutral,4,"00:38:05,400","00:38:07,084"
Croods,Ugga,"Look at that. She's not going to eat me, right?",0494,neutral,4,"00:41:14,680","00:41:17,411"
Croods,Ugga,You're too skinny.,0495,neutral,4,"00:41:17,560","00:41:18,561"
Croods,Ugga,Get down here.,0728,happy,3,"01:01:00,120","01:01:01,406"
Croods,Ugga,Thank you for bringing me that interesting Guy update.,0732,neutral,4,"01:01:08,880","01:01:12,771"
Croods,Ugga,Okay. I'm going to go up...,0733,neutral,4,"01:01:13,200","01:01:14,884"
Croods,Ugga,Come with us.,0750,sad,5,"01:03:27,600","01:03:29,364"
Croods,Ugga,I'd have a heart attack and die!,0759,fear,2,"01:03:50,560","01:03:52,767"
Croods,Ugga,Haven't seen him.,0764,neutral,4,"01:04:08,800","01:04:10,131"
Croods,Ugga,What is that on your head?,0771,others,7,"01:04:27,240","01:04:28,969"
Croods,Ugga,And maybe she wouldn't want to go with Guy.,0802,neutral,4,"01:06:00,320","01:06:04,041"
Croods,Ugga,Grug.,0803,neutral,4,"01:06:04,200","01:06:05,565"
Croods,Ugga,No!,0813,others,7,"01:07:04,600","01:07:05,726"
Croods,Ugga,"Thunk, let's go. Go, go, go. Let's stay together.",0906,others,7,"01:14:25,160","01:14:27,766"
Croods,Ugga,Grug. What's wrong with you?,0907,others,7,"01:14:28,920","01:14:31,048"
Croods,Ugga,that's all you need.,0920,others,7,"01:15:36,240","01:15:38,561"
Croods,Ugga,"No, we don't know what's over there. Maybe nothing!",0921,others,7,"01:15:40,280","01:15:42,851"
Croods,Ugga,What's a joke?,0927,happy,3,"01:16:08,800","01:16:10,689"
Croods,Ugga,He made it!,0928,sad,5,"01:16:41,040","01:16:42,610"
Croods,Ugga,No!,0933,sad,5,"01:17:04,960","01:17:05,961"
Croods,Ugga,I never got to tell him.,0980,sad,5,"01:26:36,280","01:26:38,089"
Croods,Eep,Three days is not forever.,0032,neutral,4,"00:03:12,120","00:03:14,441"
Croods,Eep,"You know she hates the cave, Grug.",0088,neutral,4,"00:09:39,520","00:09:41,682"
Croods,Eep,Eep!,0096,neutral,4,"00:10:49,240","00:10:50,241"
Croods,Eep,"Fear keeps us alive, Eep. Never not be afraid.",0106,disgust,1,"00:11:34,520","00:11:38,491"
Croods,Eep,What was that?,0108,angry,0,"00:11:41,600","00:11:42,726"
Croods,Eep,No one said survival was fun.,0110,disgust,1,"00:11:49,040","00:11:51,088"
Croods,Eep,Air.,0147,angry,0,"00:18:00,160","00:18:01,161"
Croods,Eep,"Come on, come on, come on.",0167,neutral,4,"00:19:19,160","00:19:20,969"
Croods,Eep,Yeah. Sort of.,0169,surprise,6,"00:19:25,720","00:19:28,041"
Croods,Eep,"No, no, no. Fire.",0171,happy,3,"00:19:29,720","00:19:32,121"
Croods,Eep,It's not alive.,0173,angry,0,"00:19:38,520","00:19:40,488"
Croods,Eep,Are you dead?,0183,neutral,4,"00:20:01,040","00:20:02,883"
Croods,Eep,"Tiger girl, we need to leave immediately.",0189,disgust,1,"00:20:17,600","00:20:19,602"
Croods,Eep,"Also, keeps my pants up.",0194,neutral,4,"00:20:29,280","00:20:30,930"
Croods,Eep,Who are you?,0196,happy,3,"00:20:33,160","00:20:34,491"
Croods,Eep,"Let me clarify, Eep. The world is ending.",0198,angry,0,"00:20:36,280","00:20:38,362"
Croods,Eep,I'm calling it The End.,0200,surprise,6,"00:20:39,600","00:20:41,841"
Croods,Eep,Come with me.,0209,fear,2,"00:21:05,520","00:21:06,726"
Croods,Eep,"If you survive, call me.",0213,happy,3,"00:21:20,080","00:21:23,004"
Croods,Eep,Thank you.,0214,others,7,"00:21:28,280","00:21:29,725"
Croods,Eep,Hey!,0216,surprise,6,"00:21:32,400","00:21:33,640"
Croods,Eep,Are you hurt? What took you?,0218,happy,3,"00:21:36,880","00:21:38,530"
Croods,Eep,You what?,0220,neutral,4,"00:21:41,440","00:21:43,488"
Croods,Eep,Eep?,0229,happy,3,"00:22:11,120","00:22:12,167"
Croods,Eep,What? Excuse me? He?,0237,happy,3,"00:22:24,520","00:22:26,488"
Croods,Eep,There was a boy.,0242,neutral,4,"00:22:36,800","00:22:38,006"
Croods,Eep,Watch. I'm going to call him.,0243,angry,0,"00:22:38,160","00:22:40,049"
Croods,Eep,It was beautiful!,0246,angry,0,"00:23:00,440","00:23:02,283"
Croods,Eep,What!,0253,angry,0,"00:23:15,160","00:23:16,241"
Croods,Eep,You can't keep me inside forever!,0254,others,7,"00:23:16,960","00:23:19,725"
Croods,Eep,No.,0264,surprise,6,"00:25:07,600","00:25:08,840"
Croods,Eep,That one has got a tail.,0331,disgust,1,"00:33:24,160","00:33:25,366"
Croods,Eep,All right. Close your eyes. I'm going to have to take their lives.,0333,others,7,"00:33:26,560","00:33:29,245"
Croods,Eep,Make some for me!,0340,neutral,4,"00:33:42,120","00:33:43,121"
Croods,Eep,You're a lot like your daughter.,0343,neutral,4,"00:33:47,680","00:33:50,126"
Croods,Eep,More fire babies.,0363,happy,3,"00:34:44,440","00:34:45,851"
Croods,Eep,Iwin!,0373,neutral,4,"00:35:11,480","00:35:13,244"
Croods,Eep,It looks like magic.,0382,happy,3,"00:35:50,080","00:35:51,684"
Croods,Eep,Eep. Drop it.,0394,neutral,4,"00:36:35,600","00:36:37,728"
Croods,Eep,We can't let him go!,0395,neutral,4,"00:36:40,840","00:36:42,444"
Croods,Eep,What if we don't find a cave before sunset?,0396,neutral,4,"00:36:42,600","00:36:45,809"
Croods,Eep,What if it takes a few days?,0397,neutral,4,"00:36:45,960","00:36:47,689"
Croods,Eep,It's too far.,0408,neutral,4,"00:37:13,640","00:37:14,641"
Croods,Eep,"No, no, no. It's okay, Sandy.",0420,happy,3,"00:37:51,200","00:37:53,089"
Croods,Eep,Could you keep your big giant arms on your side of the trail?,0437,happy,3,"00:38:38,840","00:38:41,889"
Croods,Eep,"Ugga, would you just hit her legs?",0504,happy,3,"00:41:38,160","00:41:40,367"
Croods,Eep,I just want something to eat.,0506,angry,0,"00:41:42,920","00:41:44,922"
Croods,Eep,I'll let you help me hunt.,0509,happy,3,"00:41:50,400","00:41:51,845"
Croods,Eep,A trap.,0515,neutral,4,"00:42:08,520","00:42:09,726"
Croods,Eep,Well--,0517,neutral,4,"00:42:11,200","00:42:12,201"
Croods,Eep,How long have you been alone?,0518,neutral,4,"00:42:21,080","00:42:23,128"
Croods,Eep,Going under.,0527,neutral,4,"00:43:18,360","00:43:19,725"
Croods,Eep,Looks like we won't be having any leftovers.,0535,neutral,4,"00:44:29,520","00:44:31,522"
Croods,Eep,"When you have so much food to eat, you have some left over.",0537,neutral,4,"00:44:33,760","00:44:35,922"
Croods,Eep,"Hey, do you have a minute?",0600,happy,3,"00:48:36,600","00:48:38,409"
Croods,Eep,I'm funny that way.,0603,others,7,"00:48:43,160","00:48:44,525"
Croods,Eep,you have a spider on your face.,0606,neutral,4,"00:48:50,040","00:48:52,008"
Croods,Eep,Okay. Now you can look.,0634,happy,3,"00:51:13,200","00:51:15,851"
Croods,Eep,You're really heavy.,0638,others,7,"00:51:28,480","00:51:29,720"
Croods,Eep,Really?,0639,happy,3,"00:51:29,880","00:51:31,006"
Croods,Eep,Good fish. Don't eat my feet.,0653,neutral,4,"00:52:16,200","00:52:18,407"
Croods,Eep,"Eep, looks dangerous.",0662,disgust,1,"00:54:13,320","00:54:14,845"
Croods,Eep,Careful.,0664,happy,3,"00:54:18,200","00:54:19,201"
Croods,Eep,They can handle it.,0682,happy,3,"00:56:00,600","00:56:01,601"
Croods,Eep,Gran?,0710,surprise,6,"00:59:50,080","00:59:51,320"
Croods,Eep,That makes no sense.,0739,happy,3,"01:01:47,800","01:01:49,643"
Croods,Eep,I know it was hard for you to bring us along...,0740,happy,3,"01:01:51,400","01:01:54,483"
Croods,Eep,but they had the best day of their lives.,0741,happy,3,"01:01:54,640","01:01:57,530"
Croods,Eep,Every sun that crosses our sky comes to rest up there.,0745,surprise,6,"01:03:09,680","01:03:13,730"
Croods,Eep,Tomorrow.,0746,others,7,"01:03:13,880","01:03:15,723"
Croods,Eep,No. Not my little girl.,0749,neutral,4,"01:03:20,720","01:03:23,246"
Croods,Eep,"Sorry, Dad.",0819,angry,0,"01:07:21,680","01:07:23,170"
Croods,Eep,It's my job to worry! It's my job to follow the rules!,0821,angry,0,"01:07:27,480","01:07:30,165"
Croods,Eep,They kept us alive!,0823,angry,0,"01:07:32,360","01:07:33,521"
Croods,Eep,That wasn't living! That was just not dying.,0824,angry,0,"01:07:33,680","01:07:37,765"
Croods,Eep,"Ugga, everyone, you have to listen to me.",0826,angry,0,"01:07:39,440","01:07:41,966"
Croods,Eep,Come on! We're going to make it!,0895,others,7,"01:13:02,120","01:13:04,327"
Croods,Eep,Time to go.,0942,sad,5,"01:17:50,760","01:17:52,046"
Croods,Eep,No.,0943,sad,5,"01:17:52,200","01:17:53,281"
Croods,Eep,I have too much to say to you.,0944,sad,5,"01:17:53,480","01:17:55,528"
Croods,Eep,I can fix it.,0946,sad,5,"01:17:58,280","01:17:59,964"
Croods,Eep,Dad...,0955,fear,2,"01:18:41,200","01:18:42,645"
Croods,Eep,I'll tell her.,0979,sad,5,"01:25:46,480","01:25:48,130"
Croods,Eep,Dadda!,0985,happy,3,"01:26:52,880","01:26:54,006"
Croods,Eep,No.,1003,happy,3,"01:27:56,400","01:27:57,561"
Croods,Gran,It's still early.,0049,angry,0,"00:04:22,040","00:04:23,451"
Croods,Gran,That's all right. I ate last week.,0078,angry,0,"00:09:01,800","00:09:04,963"
Croods,Gran,"Run for your life! You too, Mom.",0083,angry,0,"00:09:22,640","00:09:25,041"
Croods,Gran,Strange.,0239,neutral,4,"00:22:30,800","00:22:31,801"
Croods,Gran,"Man, they're really--",0305,happy,3,"00:29:15,760","00:29:16,886"
Croods,Gran,What if the birds come back?,0398,angry,0,"00:36:48,400","00:36:50,767"
Croods,Gran,I don't think my feet can do that.,0427,others,7,"00:38:10,520","00:38:12,568"
Croods,Gran,It's taking too long!,0459,angry,0,"00:39:27,960","00:39:29,405"
Croods,Gran,"That's not food, he's a pet. My pet.",0462,neutral,4,"00:39:34,040","00:39:35,963"
Croods,Gran,An animal you don't eat.,0464,happy,3,"00:39:37,360","00:39:39,124"
Croods,Gran,You look tense. -I'm not tense.,0474,neutral,4,"00:40:09,160","00:40:10,844"
Croods,Gran,Not enough. Not enough! I need more.,0492,angry,0,"00:41:08,760","00:41:11,411"
Croods,Gran,Do not step on these rocks!,0611,happy,3,"00:49:08,040","00:49:09,883"
Croods,Gran,She's up. We're good. I'm good.,0643,happy,3,"00:51:39,800","00:51:41,529"
Croods,Gran,It's not a story. It's a joke.,0670,neutral,4,"00:55:26,040","00:55:28,122"
Croods,Gran,I can't go without Grug.,0751,happy,3,"01:03:29,720","01:03:31,245"
Croods,Gran,Face it.,0757,others,7,"01:03:45,920","01:03:47,206"
Croods,Gran,If he actually had an idea of his own...,0758,others,7,"01:03:47,360","01:03:50,409"
Croods,Gran,It's called desperation.,0772,neutral,4,"01:04:29,120","01:04:31,088"
Croods,Gran,I almost feel sorry for him.,0796,happy,3,"01:05:40,040","01:05:42,168"
Croods,Gran,What?,0815,happy,3,"01:07:10,120","01:07:11,167"
Croods,Gran,Gran--,0936,sad,5,"01:17:32,200","01:17:33,201"
Croods,Gran,No mush. Just throw me.,0937,neutral,4,"01:17:33,360","01:17:35,522"
Croods,Gran,Wait.,0938,happy,3,"01:17:36,280","01:17:37,441"
Croods,Gran,You surprised me today...,0939,happy,3,"01:17:37,600","01:17:40,206"
Croods,Gran,It's not safe here.,0978,sad,5,"01:25:42,840","01:25:44,444"
Croods,Grug,It is with this family.,0033,neutral,4,"00:03:14,600","00:03:16,045"
Croods,Grug,"As soon as I get Sandy, I'll go back in, and you can give the signal.",0037,neutral,4,"00:03:28,680","00:03:31,286"
Croods,Grug,The signal isn't so you know it's me.,0042,neutral,4,"00:03:41,320","00:03:42,970"
Croods,Grug,Still alive.,0048,neutral,4,"00:04:19,520","00:04:21,887"
Croods,Grug,"Sorry, Dad. -Looks like fast food tonight.",0077,neutral,4,"00:08:44,080","00:08:46,447"
Croods,Grug,"It is a little dark, Grug.",0091,neutral,4,"00:10:13,040","00:10:16,203"
Croods,Grug,Eep?,0094,neutral,4,"00:10:19,880","00:10:21,120"
Croods,Grug,"Come on, I have to close the cave.",0095,surprise,6,"00:10:43,960","00:10:47,203"
Croods,Grug,"Okay, Okay",0097,neutral,4,"00:10:51,680","00:10:53,364"
Croods,Grug,Stop looking for things.,0105,neutral,4,"00:11:32,800","00:11:34,370"
Croods,Grug,What is the point of all this?,0107,neutral,4,"00:11:38,920","00:11:41,048"
Croods,Grug,Yes. Off!,0114,neutral,4,"00:11:55,680","00:11:56,681"
Croods,Grug,"Yes, I know. Okay, I'm trying to Off.",0115,neutral,4,"00:11:56,760","00:11:58,364"
Croods,Grug,See? She's listening.,0121,angry,0,"00:12:09,960","00:12:11,485"
Croods,Grug,How about a story? Eep loves those.,0123,angry,0,"00:12:14,640","00:12:16,642"
Croods,Grug,"Yeah, tell us a story.",0125,neutral,4,"00:12:19,160","00:12:20,844"
Croods,Grug,I haven't played with that thing in years.,0128,neutral,4,"00:12:28,200","00:12:30,328"
Croods,Grug,Tonight we'll hear the story of Krispy Bear.,0129,neutral,4,"00:12:30,520","00:12:33,171"
Croods,Grug,"A long time ago, this little bear was alive.",0130,neutral,4,"00:12:34,200","00:12:37,363"
Croods,Grug,She was alive because she listened to her father...,0131,neutral,4,"00:12:37,600","00:12:40,365"
Croods,Grug,So she was happy.,0133,neutral,4,"00:12:43,920","00:12:45,729"
Croods,Grug,G rug. -Yes. yes.,0136,neutral,4,"00:12:54,840","00:12:56,569"
Croods,Grug,"And one day, while she was in a tree...",0137,neutral,4,"00:12:56,720","00:12:59,883"
Croods,Grug,the curious little bear wanted to climb to the top.,0138,neutral,4,"00:13:00,040","00:13:03,806"
Croods,Grug,And no sooner than she climbed to the top...,0139,neutral,4,"00:13:03,960","00:13:06,201"
Croods,Grug,Just like that? -Yes!,0141,neutral,4,"00:13:10,360","00:13:12,203"
Croods,Grug,I'm not supposed to be out here.,0157,neutral,4,"00:18:26,040","00:18:28,202"
Croods,Grug,What? Grug!,0159,neutral,4,"00:18:42,160","00:18:43,207"
Croods,Grug,Dad!,0217,neutral,4,"00:21:35,800","00:21:36,801"
Croods,Grug,Nothing. I left on my own.,0219,surprise,6,"00:21:38,680","00:21:41,047"
Croods,Grug,You never let me talk.,0222,neutral,4,"00:21:53,120","00:21:54,724"
Croods,Grug,No. He was nice.,0236,neutral,4,"00:22:22,960","00:22:24,371"
Croods,Grug,What is wrong with you?,0244,neutral,4,"00:22:56,720","00:22:59,087"
Croods,Grug,He said this would happen.,0255,others,7,"00:23:31,200","00:23:32,804"
Croods,Grug,Get to the cave!,0256,others,7,"00:23:38,840","00:23:40,410"
Croods,Grug,Go!,0257,others,7,"00:23:42,200","00:23:43,281"
Croods,Grug,No. No one is going anywhere.,0267,neutral,4,"00:26:05,640","00:26:08,723"
Croods,Grug,Go!,0271,neutral,4,"00:26:41,840","00:26:42,887"
Croods,Grug,"One, two, three, four, five--",0272,neutral,4,"00:27:02,240","00:27:06,370"
Croods,Grug,We can't be out in the open like this.,0281,neutral,4,"00:27:38,440","00:27:41,046"
