Length,Speaker,Emotions,Start_Time,End_Time,Utterances,Dialogue_ID,Season,Episode,Utterance_IDs,Line_Indices
2,Joey,"['joy', 'anger']","00:12:22,032","00:12:35,295","['Uh, look buddy, I came with that girl, and I had this plan to kiss her at the new years countdown – I’m trying to win her over, so I was wondering if..', 'Oh come on man, you can dance with my partner, she’s real, uh, mellow!']",537,6,10,"[2, 3]","5335,5336"
2,Joey,"['anger', 'neutral']","00:12:31,208","00:12:42,844","['Oh come on man, you can dance with my partner, she’s real, uh, mellow!', 'Well, I was hoping after tonight that maybe I could you know']",537,6,10,"[3, 4]","5336,5337"
3,Ross,"['sadness', 'joy', 'neutral']","0:14:09,516","00:14:17,981","['Carol our sex life is—it’s just not working', 'Hey there little fella!', 'Hey, uh-hey, why don’t we get some shoes on ya, huh?']",541,6,15,"[4, 5, 6]","5368,5369,5370"
3,Ross,"['joy', 'neutral', 'joy']","00:14:12,309","00:14:21,276","['Hey there little fella!', 'Hey, uh-hey, why don’t we get some shoes on ya, huh?', 'Hey, why don’t you show dad how you can put your shoes on, in your room!']",541,6,15,"[5, 6, 7]","5369,5370,5371"
3,Ross,"['neutral', 'joy', 'joy']","00:14:16,021","00:14:23,444","['Hey, uh-hey, why don’t we get some shoes on ya, huh?', 'Hey, why don’t you show dad how you can put your shoes on, in your room!', 'Yay!']",541,6,15,"[6, 7, 8]","5370,5371,5372"
3,Ross,"['joy', 'neutral', 'neutral']","0:14:22,237","00:14:34,205","['Yay!', 'Seriously, our sex life… I was thinking, maybe I don’t know, we could try some-some new things.', 'For fun?']",541,6,15,"[10, 11, 12]","5375,5376,5378"
3,Ross,"['joy', 'neutral', 'disgust']","00:14:34,373","00:14:59,981","['Well I don’t know umm,  what if we were too tie each other up?', 'Umm, some people eat stuff off one another.', 'Nah!']",541,6,15,"[14, 15, 16]","5380,5381,5382"
3,Ross,"['neutral', 'disgust', 'neutral']","00:14:52,224","00:15:04,402","['Umm, some people eat stuff off one another.', 'Nah!', 'Umm, y’know we-we could try dirty talk?']",541,6,15,"[15, 16, 17]","5381,5382,5383"
3,Ross,"['disgust', 'neutral', 'neutral']","00:14:58,355","0:15:08,658","['Nah!', 'Umm, y’know we-we could try dirty talk?', 'Umm, we could, we could have a threesome.']",541,6,15,"[16, 17, 18]","5382,5383,5384"
2,Ross,"['neutral', 'joy']","00:08:42,021","00:08:50,362","['Right.', 'Hey, what’d you guys do to get up on there?']",553,6,10,"[5, 6]","5492,5493"
3,Monica,"['neutral', 'joy', 'neutral']","00:17:40,934","00:18:02,789","[""Something went wrong with Underdog, and they couldn't get his head to inflate."", ""So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is."", ""Um, I've got something in my eye, uh, Joey, could we check it in the light, please?""]",561,1,5,"[0, 1, 2]","5568,5569,5570"
3,Monica,"['joy', 'neutral', 'surprise']","00:17:46,607","0:18:06,968","[""So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is."", ""Um, I've got something in my eye, uh, Joey, could we check it in the light, please?"", 'Oh my god.']",561,1,5,"[1, 2, 3]","5569,5570,5571"
2,Monica,"['neutral', 'surprise']","00:17:58,786","0:18:06,968","[""Um, I've got something in my eye, uh, Joey, could we check it in the light, please?"", 'Oh my god.']",561,1,5,"[2, 3]","5570,5571"
2,Monica,"['joy', 'neutral']","00:20:38,987","00:20:45,117","['Yep, we wanna get married!', 'All right.']",562,5,24,"[1, 2]","5588,5589"
2,Rachel,"['joy', 'neutral']","00:21:19,236","00:21:26,284","['Well, hello, Mr. Rachel!', 'Wait!  Okay!']",562,5,24,"[10, 11]","5597,5598"
3,Monica,"['neutral', 'neutral', 'sadness']","0:13:40,277","00:13:47,200","['I know that switch does something, okay?', 'So-so I went down to city hall and got these.', 'All I had to do was pay $25 and wait in line for three hours.']",564,4,15,"[7, 8, 9]","5615,5616,5617"
2,Monica,"['neutral', 'sadness']","0:13:42,488","00:13:47,200","['So-so I went down to city hall and got these.', 'All I had to do was pay $25 and wait in line for three hours.']",564,4,15,"[8, 9]","5616,5617"
2,Ross,"['surprise', 'joy']","0:09:02,166","0:09:05,260","['Oh man!', 'I want that place so much!!']",566,5,14,"[0, 1]","5624,5625"
3,Rachel,"['sadness', 'disgust', 'surprise']","00:09:13,249","0:09:28,056","['Well they have uh, some unusual pet names for each other.', 'Including umm, evil bitch and uh, sick bastard.', 'Oh God oh!']",572,8,23,"[0, 1, 2]","5663,5664,5665"
3,Rachel,"['disgust', 'surprise', 'surprise']","00:09:17,128","0:09:28,515","['Including umm, evil bitch and uh, sick bastard.', 'Oh God oh!', 'Contraction!']",572,8,23,"[1, 2, 3]","5664,5665,5666"
3,Joey,"['neutral', 'neutral', 'joy']","00:12:45,264","00:13:17,253","['That would be the basic ‘I have a fishhook in my eyebrow and I like it’  Okay, let’s say I’ve just gotten bad news, well all I do there is try and divide 232 by 13.', 'And that’s how it’s done.', 'Great soap opera acting tonight everybody, class dismissed.']",577,3,7,"[3, 4, 5]","5734,5735,5736"
2,Joey,"['neutral', 'joy']","00:13:11,332","00:13:17,253","['And that’s how it’s done.', 'Great soap opera acting tonight everybody, class dismissed.']",577,3,7,"[4, 5]","5735,5736"
3,Monica,"['sadness', 'neutral', 'neutral']","0:13:52,290","0:13:56,815","['Oh, stop beating yourself up!', 'People make mistakes!', 'These things happen!']",588,6,20,"[1, 2, 3]","5800,5801,5802"
3,Monica,"['neutral', 'neutral', 'anger']","0:13:55,595","00:14:04,926","['These things happen!', 'There aren’t any message you’ve forgotten to give me are there?', 'Apparently you’re not very good at it!']",588,6,20,"[3, 4, 5]","5802,5803,5804"
3,Monica,"['neutral', 'anger', 'neutral']","00:13:58,379","00:14:14,602","['There aren’t any message you’ve forgotten to give me are there?', 'Apparently you’re not very good at it!', 'I']",588,6,20,"[4, 5, 6]","5803,5804,5805"
2,Monica,"['anger', 'neutral']","00:14:02,424","00:14:14,602","['Apparently you’re not very good at it!', 'I']",588,6,20,"[5, 6]","5804,5805"
3,Earl,"['neutral', 'anger', 'joy']","00:19:23,245","0:19:29,960","['Did you hear that?!', 'I don’t need you guys to care about me!', 'Because the universe cares!']",589,7,13,"[6, 7, 8]","5812,5813,5814"
3,Earl,"['anger', 'joy', 'joy']","00:19:25,414","0:19:30,396","['I don’t need you guys to care about me!', 'Because the universe cares!', 'The whole universe!']",589,7,13,"[7, 8, 9]","5813,5814,5815"
3,Earl,"['joy', 'joy', 'sadness']","0:19:28,041","00:19:40,553","['Because the universe cares!', 'The whole universe!', 'I really wished they’d care just a little bit though.']",589,7,13,"[8, 9, 10]","5814,5815,5816"
2,Earl,"['joy', 'sadness']","0:19:29,960","00:19:40,553","['The whole universe!', 'I really wished they’d care just a little bit though.']",589,7,13,"[9, 10]","5815,5816"
3,Joey,"['neutral', 'neutral', 'anger']","00:11:24,850","0:11:30,074","['This is Ross, okay?', ""He's our friend."", 'He obviously went crazy.']",592,5,12,"[7, 8, 9]","5852,5853,5854"
3,Joey,"['neutral', 'anger', 'anger']","0:11:26,852","00:11:32,232","[""He's our friend."", 'He obviously went crazy.', 'He obviously lost his mind.']",592,5,12,"[8, 9, 10]","5853,5854,5855"
3,Robert,"['sadness', 'sadness', 'anger']","0:17:50,152","0:17:55,617","['Oh God!', 'Here we go again.', 'Why does this keep happening to me?']",593,3,13,"[3, 4, 5]","5864,5865,5866"
3,Robert,"['sadness', 'anger', 'sadness']","0:17:51,534","0:17:58,264","['Here we go again.', 'Why does this keep happening to me?', 'Is it something I’m putting out there?']",593,3,13,"[4, 5, 6]","5865,5866,5867"
3,Robert,"['anger', 'sadness', 'sadness']","0:17:53,655","0:18:01,497","['Why does this keep happening to me?', 'Is it something I’m putting out there?', 'Is this my fault?']",593,3,13,"[5, 6, 7]","5866,5867,5868"
3,Joey,"['sadness', 'sadness', 'neutral']","0:18:43,248","0:18:46,766","['Please!', 'Look, I just lost my other job.', 'Okay?']",594,7,4,"[2, 3, 4]","5874,5875,5876"
3,Joey,"['sadness', 'neutral', 'sadness']","0:18:44,414","00:18:50,128","['Look, I just lost my other job.', 'Okay?', 'You have no idea how much I need this.']",594,7,4,"[3, 4, 5]","5875,5876,5877"
3,Joey,"['neutral', 'sadness', 'sadness']","0:18:46,500","00:18:54,173","['Okay?', 'You have no idea how much I need this.', 'Please, help me out, for old times sake.']",594,7,4,"[4, 5, 6]","5876,5877,5878"
2,Chandler,"['joy', 'surprise']","0:12:50,706","00:13:01,696","['Hey!', 'There’s no back to this couch!']",597,6,14,"[1, 2]","5913,5914"
3,Ross,"['joy', 'joy', 'anger']","00:05:16,733","00:05:24,364","['Of course he is!', 'What, do you think I’d just use my son as-as an excuse?', 'What kind of father do you think I am?']",598,6,6,"[0, 1, 2]","5924,5925,5926"
2,Ross,"['joy', 'anger']","00:05:19,319","00:05:24,364","['What, do you think I’d just use my son as-as an excuse?', 'What kind of father do you think I am?']",598,6,6,"[1, 2]","5925,5926"
2,Julie,"['surprise', 'fear']","00:21:44,970","00:21:47,513","['Really?', ""You don't think they'll judge and ridicule me?""]",605,1,24,"[5, 6]","5995,5997"
3,Steve,"['neutral', 'neutral', 'surprise']","00:18:43,872","00:18:51,504","['Look, you guys wanna meet the group?', 'Come on.', 'So, are you one of the ones who fooled around with my dad?']",606,2,5,"[9, 10, 11]","6010,6011,6012"
2,Steve,"['neutral', 'surprise']","00:18:46,959","00:18:51,504","['Come on.', 'So, are you one of the ones who fooled around with my dad?']",606,2,5,"[10, 11]","6011,6012"
2,Chandler,"['anger', 'neutral']","00:16:54,847","00:17:02,937","[""Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease."", 'The bottom line is, smoking is cool, and you know it.']",607,1,3,"[2, 3]","6015,6016"
3,Chandler,"['surprise', 'surprise', 'joy']","0:17:08,986","00:17:14,407","['Really?', 'He does?', ""Hey, buddy, what's up!""]",607,1,3,"[5, 6, 7]","6018,6019,6020"
3,Chandler,"['surprise', 'joy', 'surprise']","0:17:09,529","00:17:18,369","['He does?', ""Hey, buddy, what's up!"", 'Oh, she told you about that, huh.']",607,1,3,"[6, 7, 8]","6019,6020,6021"
3,Chandler,"['joy', 'surprise', 'neutral']","00:17:12,239","0:17:20,675","[""Hey, buddy, what's up!"", 'Oh, she told you about that, huh.', 'Well, yeah, I have one now and then.']",607,1,3,"[7, 8, 9]","6020,6021,6022"
3,Chandler,"['surprise', 'neutral', 'neutral']","00:17:16,035","0:17:23,217","['Oh, she told you about that, huh.', 'Well, yeah, I have one now and then.', 'Well, yeah, now.']",607,1,3,"[8, 9, 10]","6021,6022,6023"
3,Chandler,"['neutral', 'neutral', 'joy']","0:17:20,675","00:17:38,723","['Well, yeah, now.', ""Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before."", 'Well, okay, thanks!']",607,1,3,"[10, 11, 12]","6023,6024,6025"
2,Chandler,"['neutral', 'joy']","00:17:24,084","00:17:38,723","[""Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before."", 'Well, okay, thanks!']",607,1,3,"[11, 12]","6024,6025"
3,Phoebe,"['surprise', 'neutral', 'neutral']","0:20:45,160","00:20:57,505","['Oh, look look look.', ""The last candle's about to burn out."", '10, 9, 8, 7... ... negative 46, negative 47, negative 48....']",608,1,7,"[0, 1, 2]","6050,6051,6052"
2,Ross,"['joy', 'neutral']","00:21:12,479","00:21:16,316","['OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah...', 'Oh.. oh... oh.']",608,1,7,"[7, 8]","6057,6058"
2,Ross,"['joy', 'neutral']","00:30:43,007","00:30:50,764","[""Oh, I can't tell you how great it was to look at the crowd and see your face!"", 'I mean... uh, did you know you were  mouthing the words along with me?']",610,9,23,"[1, 2]","6062,6063"
3,Rachel,"['surprise', 'neutral', 'neutral']","00:22:09,202","00:22:18,044","['Nooo!', 'Hello?', ""Oh, yeah, no, I know, I-I haven't been using it much.""]",611,1,4,"[7, 8, 9]","6076,6077,6078"
3,Rachel,"['neutral', 'neutral', 'joy']","00:22:12,914","00:22:21,756","['Hello?', ""Oh, yeah, no, I know, I-I haven't been using it much."", ""Oh, well, thanks, but, I'm okay, really.""]",611,1,4,"[8, 9, 10]","6077,6078,6079"
2,Rachel,"['neutral', 'joy']","00:22:14,166","00:22:21,756","[""Oh, yeah, no, I know, I-I haven't been using it much."", ""Oh, well, thanks, but, I'm okay, really.""]",611,1,4,"[9, 10]","6078,6079"
3,Chandler,"['fear', 'anger', 'neutral']","00:19:19,408","0:19:25,765","['Du-du-I wrote it, I wrote it on the board!', 'I wrote it on the board, then I went all over New York City looking for ya!', 'I went to Ross’s!']",612,6,20,"[5, 6, 7]","6089,6090,6091"
3,Chandler,"['anger', 'neutral', 'neutral']","00:19:21,827","0:19:26,727","['I wrote it on the board, then I went all over New York City looking for ya!', 'I went to Ross’s!', 'I went to the coffeehouse!']",612,6,20,"[6, 7, 8]","6090,6091,6092"
2,Phoebe,"['neutral', 'surprise']","00:18:45,207","00:19:00,429","['Oh, you Americans always butcher the French language.', 'Yes!!  Oh.']",613,7,3,"[7, 8]","6101,6103"
3,Rachel,"['neutral', 'neutral', 'joy']","0:15:06,572","0:15:07,986","['Oh but you could.', 'You can.', 'Absolutely!']",614,5,18,"[11, 12, 13]","6117,6118,6119"
3,Rachel,"['neutral', 'joy', 'joy']","0:15:07,424","0:15:09,334","['You can.', 'Absolutely!', 'We can help each other out!']",614,5,18,"[12, 13, 14]","6118,6119,6120"
3,Rachel,"['joy', 'joy', 'neutral']","0:15:07,842","0:15:11,126","['Absolutely!', 'We can help each other out!', 'We can get--what are those--those patches!']",614,5,18,"[13, 14, 15]","6119,6120,6121"
3,Rachel,"['joy', 'neutral', 'joy']","0:15:08,032","00:15:13,620","['We can help each other out!', 'We can get--what are those--those patches!', 'We could be like the Patch Sisters!']",614,5,18,"[14, 15, 16]","6120,6121,6122"
2,Rachel,"['neutral', 'joy']","0:15:09,334","00:15:13,620","['We can get--what are those--those patches!', 'We could be like the Patch Sisters!']",614,5,18,"[15, 16]","6121,6122"
2,All,"['disgust', 'anger']","00:14:19,358","00:14:24,237","['Nooo..', ""Oh, hey, don't do that! Cut it out!""]",615,1,3,"[2, 3]","6130,6131"
3,Chandler,"['anger', 'anger', 'disgust']","00:14:37,167","00:14:44,215","['And Ross, with his over-pronouncing every single word?', 'And Monica, with that snort when she laughs?', 'I mean, what the hell is that thing?']",615,1,3,"[10, 11, 12]","6138,6139,6140"
3,Chandler,"['anger', 'disgust', 'anger']","00:14:39,545","00:14:49,470","['And Monica, with that snort when she laughs?', 'I mean, what the hell is that thing?', ""...I accept all those flaws, why can't you accept me for this?""]",615,1,3,"[11, 12, 13]","6139,6140,6141"
2,Chandler,"['disgust', 'anger']","00:14:41,881","00:14:49,470","['I mean, what the hell is that thing?', ""...I accept all those flaws, why can't you accept me for this?""]",615,1,3,"[12, 13]","6140,6141"
3,Phoebe,"['neutral', 'disgust', 'neutral']","00:03:18,698","0:03:24,839","['Probably?', ""Yeah, I don't like that word."", 'Kind of what ‘probably’ really means.']",617,7,10,"[2, 3, 4]","6158,6159,6160"
3,Phoebe,"['disgust', 'neutral', 'neutral']","00:03:20,033","0:03:26,299","[""Yeah, I don't like that word."", 'Kind of what ‘probably’ really means.', 'Yeah, uh-huh.']",617,7,10,"[3, 4, 5]","6159,6160,6161"
3,Phoebe,"['neutral', 'neutral', 'anger']","0:03:23,077","00:03:32,711","['Kind of what ‘probably’ really means.', 'Yeah, uh-huh.', 'Yeah, oh, ""Your mom probably won\'t kill herself,"" y’know?']",617,7,10,"[4, 5, 6]","6160,6161,6162"
3,Phoebe,"['neutral', 'anger', 'anger']","0:03:24,839","00:03:36,340","['Yeah, uh-huh.', 'Yeah, oh, ""Your mom probably won\'t kill herself,"" y’know?', 'I\'m sorry, but I\'m not hanging all my hopes of Rachel and I living together on-on ""Probably!""']",617,7,10,"[5, 6, 7]","6161,6162,6163"
3,Phoebe,"['anger', 'anger', 'neutral']","00:03:26,456","0:03:38,384","['Yeah, oh, ""Your mom probably won\'t kill herself,"" y’know?', 'I\'m sorry, but I\'m not hanging all my hopes of Rachel and I living together on-on ""Probably!""', 'You gotta take care of yourselves!']",617,7,10,"[6, 7, 8]","6162,6163,6165"
3,Phoebe,"['anger', 'neutral', 'neutral']","00:03:32,879","0:03:39,201","['I\'m sorry, but I\'m not hanging all my hopes of Rachel and I living together on-on ""Probably!""', 'You gotta take care of yourselves!', 'In']",617,7,10,"[7, 8, 9]","6163,6165,6166"
3,Rachel,"['anger', 'anger', 'neutral']","0:08:53,854","00:09:02,071","['They’re having their baby!', 'It’s not fair Ross we got here first!', 'Right after you left they wheeled her off into delivery.']",621,8,23,"[3, 4, 5]","6184,6185,6186"
3,Rachel,"['anger', 'neutral', 'neutral']","0:08:55,773","00:09:08,411","['It’s not fair Ross we got here first!', 'Right after you left they wheeled her off into delivery.', 'Oh but not before she gave me a juicy shot of little Jamie just crowning away.']",621,8,23,"[4, 5, 6]","6185,6186,6187"
2,Rachel,"['sadness', 'neutral']","0:00:16,099","0:00:20,623","['Oh, what is wrong with me lately?', 'I mean it’s like every guy I see—I mean look here.']",622,8,11,"[4, 5]","6193,6194"
3,Joey,"['disgust', 'fear', 'anger']","0:12:01,011","00:12:05,181","['Ugh!', 'I don’t know what I’m going to do!', 'I called the company that sent and th-they don’t care!']",623,4,22,"[0, 1, 2]","6204,6205,6206"
3,Joey,"['fear', 'anger', 'anger']","0:12:02,430","00:12:09,519","['I don’t know what I’m going to do!', 'I called the company that sent and th-they don’t care!', 'Then I called 9-1-1 and they laughed at me, if this isn’t an emergency, then what is?']",623,4,22,"[1, 2, 3]","6205,6206,6207"
3,Ross,"['joy', 'joy', 'surprise']","00:12:19,989","0:12:27,351","['Y’know, one of them had never been to a bachelor party before.', 'Yeah!', 'And-and another one had never been to a party before, so']",623,4,22,"[9, 10, 11]","6213,6214,6215"
2,Ross,"['joy', 'surprise']","0:12:23,242","0:12:27,351","['Yeah!', 'And-and another one had never been to a party before, so']",623,4,22,"[10, 11]","6214,6215"
3,Joey,"['anger', 'neutral', 'anger']","0:11:38,072","00:11:44,577","['Ah yeah—wait a second now!', 'Look we’re gonna have to set a spending limit on the date.', 'I don’t have the money to take her to a fancy place like that.']",625,7,17,"[11, 12, 13]","6235,6236,6237"
2,Joey,"['neutral', 'anger']","0:11:39,634","00:11:44,577","['Look we’re gonna have to set a spending limit on the date.', 'I don’t have the money to take her to a fancy place like that.']",625,7,17,"[12, 13]","6236,6237"
3,Joey,"['surprise', 'neutral', 'surprise']","0:01:42,560","00:01:47,606","['Oh!', 'Hey, somebody left their keys.', 'Ooohh, to a Porsche!']",628,6,5,"[0, 1, 2]","6259,6260,6261"
3,Joey,"['neutral', 'surprise', 'neutral']","0:01:43,937","00:01:50,609","['Hey, somebody left their keys.', 'Ooohh, to a Porsche!', 'Hey Gunther, these yours?']",628,6,5,"[1, 2, 3]","6260,6261,6265"
2,Joey,"['surprise', 'neutral']","00:01:44,562","00:01:50,609","['Ooohh, to a Porsche!', 'Hey Gunther, these yours?']",628,6,5,"[2, 3]","6261,6265"
3,Monica,"['surprise', 'anger', 'anger']","0:14:42,172","0:14:45,008","['What?!', 'Are you crazy?', 'You just had Ross’s baby!']",632,9,1,"[2, 3, 4]","6313,6314,6315"
3,Monica,"['anger', 'anger', 'disgust']","0:14:43,106","0:14:49,082","['You just had Ross’s baby!', 'It’s-it’s so  inappropriate.', 'No, it’s worse than that.']",632,9,1,"[4, 5, 6]","6315,6316,6317"
3,Monica,"['anger', 'disgust', 'disgust']","0:14:46,468","0:14:50,332","['It’s-it’s so  inappropriate.', 'No, it’s worse than that.', 'It’s wrong.']",632,9,1,"[5, 6, 7]","6316,6317,6318"
3,Monica,"['disgust', 'disgust', 'surprise']","0:14:48,070","00:14:53,182","['No, it’s worse than that.', 'It’s wrong.', 'It’s… It is bigger than  mine!']",632,9,1,"[6, 7, 8]","6317,6318,6319"
2,Monica,"['disgust', 'surprise']","0:14:49,082","00:14:53,182","['It’s wrong.', 'It’s… It is bigger than  mine!']",632,9,1,"[7, 8]","6318,6319"
2,Rachel,"['sadness', 'neutral']","00:17:56,950","00:18:05,625","['Look he doesn’t have any brothers or sisters, somebody’s gonna have to teach him this stuff!', 'And I haven’t taught him anything that a normal 6-year-old doesn’t know anyway!']",634,7,16,"[5, 6]","6348,6349"
3,Rachel,"['joy', 'neutral', 'joy']","0:12:16,360","00:12:20,321","['Okay!', 'Y’know what?', 'I realized it was stupid to get upset about not having a husband and kids.']",636,7,14,"[0, 1, 2]","6366,6367,6368"
3,Rachel,"['neutral', 'joy', 'neutral']","0:12:17,072","00:12:22,824","['Y’know what?', 'I realized it was stupid to get upset about not having a husband and kids.', 'All I really needed was a plan.']",636,7,14,"[1, 2, 3]","6367,6368,6369"
3,Rachel,"['joy', 'neutral', 'neutral']","00:12:17,570","00:12:25,034","['I realized it was stupid to get upset about not having a husband and kids.', 'All I really needed was a plan.', 'See I wanna have three kids']",636,7,14,"[2, 3, 4]","6368,6369,6370"
3,Joanna,"['neutral', 'surprise', 'neutral']","0:06:34,143","0:06:38,209","['Filing system?', 'Oh-oh!', 'You mean those-those little colored labels you put on all the folders?']",640,4,9,"[2, 3, 4]","6413,6414,6415"
3,Joanna,"['surprise', 'neutral', 'joy']","0:06:35,228","00:06:41,650","['Oh-oh!', 'You mean those-those little colored labels you put on all the folders?', 'It certainly did brighten up the inside of the filing cabinets.']",640,4,9,"[3, 4, 5]","6414,6415,6416"
2,Joanna,"['neutral', 'joy']","0:06:38,065","00:06:41,650","['You mean those-those little colored labels you put on all the folders?', 'It certainly did brighten up the inside of the filing cabinets.']",640,4,9,"[4, 5]","6415,6416"
2,Ross,"['neutral', 'joy']","00:13:16,921","00:13:36,773","['So after awhile he-he goes over to her and uh, after a minute or two, I see them kissing.', 'Now, I know what you’re thinking, Chandler’s not the type of guy who just goes to bars and makes out with girls, and you’re right, Chandler’s not the type of guy who just goes to bars and makes out with…girls.']",644,7,4,"[4, 5]","6446,6447"
3,Rachel,"['neutral', 'neutral', 'sadness']","00:14:06,542","00:14:19,972","['I’ve read all kinds of books on pregnancy and giving birth, but I-I just didn’t think to read the part about what to do when the baby comes.', 'And-and then guess what?', 'The baby’s coming and I don’t know what to do.']",645,8,20,"[3, 4, 5]","6456,6457,6458"
3,Rachel,"['neutral', 'sadness', 'sadness']","00:14:14,216","00:14:19,972","['And-and then guess what?', 'The baby’s coming and I don’t know what to do.', 'Oh, can I throw up in my diaper genie?']",645,8,20,"[4, 5, 6]","6457,6458,6459"
3,Monica,"['neutral', 'anger', 'anger']","00:08:58,788","00:09:07,379","[""It's not just the drum noise."", 'Every five minutes, Joey throws his sticks in the air, and I have to hear, ""Oh my eye!', 'Oh god, my eye!""']",648,7,10,"[0, 1, 2]","6495,6496,6497"
3,Joey,"['joy', 'neutral', 'neutral']","00:04:37,068","00:04:45,909","['And, a brownie!', 'Well, half a brownie.', 'Actually, it’s just bag.']",649,8,12,"[3, 4, 5]","6505,6506,6507"
3,Rachel,"['joy', 'joy', 'neutral']","0:04:52,710","00:05:01,758","['This is so great!', 'I actually feel like I’m going on a real date!', 'Although, I have a hint of morning sickness, and I’m wearing underwear that goes up to about……there.']",649,8,12,"[8, 9, 10]","6510,6511,6512"
2,Rachel,"['joy', 'neutral']","00:04:53,835","00:05:01,758","['I actually feel like I’m going on a real date!', 'Although, I have a hint of morning sickness, and I’m wearing underwear that goes up to about……there.']",649,8,12,"[9, 10]","6511,6512"
3,Joey,"['neutral', 'neutral', 'surprise']","00:05:03,303","0:05:11,729","['Hey come on now, this is a real date.', 'Uh, so…nice place you got here.', 'Foosball, huh?']",649,8,12,"[11, 12, 13]","6513,6514,6515"
3,Joey,"['neutral', 'surprise', 'neutral']","00:05:06,681","0:05:13,548","['Uh, so…nice place you got here.', 'Foosball, huh?', 'Pizza box.']",649,8,12,"[12, 13, 14]","6514,6515,6516"
3,Joey,"['surprise', 'neutral', 'surprise']","0:05:10,018","00:05:17,399","['Foosball, huh?', 'Pizza box.', 'Oh, a subscription to']",649,8,12,"[13, 14, 15]","6515,6516,6517"
2,Joey,"['neutral', 'surprise']","0:05:11,729","00:05:17,399","['Pizza box.', 'Oh, a subscription to']",649,8,12,"[14, 15]","6516,6517"
2,Chandler,"['neutral', 'joy']","00:02:04,541","00:02:12,172","['No,', ""There's a beautiful woman at eight, nine, ten o'clock!""]",652,1,6,"[4, 5]","6553,6555"
3,Chandler,"['joy', 'neutral', 'neutral']","00:15:27,843","00:15:46,819","['This is great!  Helen, could you come in here for a moment?', ""Thank you Helen, that'll be all."", 'Last time I do that, I promise.']",653,1,15,"[2, 3, 4]","6569,6570,6571"
3,Ross,"['surprise', 'neutral', 'neutral']","0:20:08,790","00:20:16,589","['Wow!', 'It actually is in the handbook.', 'I can’t date you or have a hot plate in my office.']",655,6,18,"[0, 1, 2]","6581,6582,6583"
3,Ross,"['neutral', 'neutral', 'sadness']","0:20:09,374","00:20:21,886","['It actually is in the handbook.', 'I can’t date you or have a hot plate in my office.', 'I can’t believe we have to stop seeing each other.']",655,6,18,"[1, 2, 3]","6582,6583,6584"
2,Ross,"['neutral', 'sadness']","00:20:11,960","00:20:21,886","['I can’t date you or have a hot plate in my office.', 'I can’t believe we have to stop seeing each other.']",655,6,18,"[2, 3]","6583,6584"
2,Megan,"['joy', 'neutral']","00:04:32,146","00:04:34,731","['Oooh it’s getting close!', 'So uh, who’s your photographer?']",657,7,17,"[7, 8]","6605,6607"
3,Rachel,"['neutral', 'neutral', 'disgust']","00:05:00,466","00:05:08,724","['Oh y’know what?', 'Now that you know what you want you should go to Kleinman’s and get it half off.', 'This place is so overpriced.']",657,7,17,"[16, 17, 18]","6615,6617,6618"
3,Rachel,"['neutral', 'disgust', 'neutral']","00:05:02,719","00:05:16,023","['Now that you know what you want you should go to Kleinman’s and get it half off.', 'This place is so overpriced.', 'So, does this  come in another color or']",657,7,17,"[17, 18, 19]","6617,6618,6619"
2,Rachel,"['disgust', 'neutral']","00:05:06,597","00:05:16,023","['This place is so overpriced.', 'So, does this  come in another color or']",657,7,17,"[18, 19]","6618,6619"
3,Chandler,"['neutral', 'surprise', 'joy']","00:01:45,688","00:01:53,904","['I am telling you, years from now, schoolchildren will study it as one of the greatest first dates of all time.', 'It was unbelievable!', ""We could totally be ourselves, we didn't have to play any games...""]",658,1,20,"[0, 1, 2]","6620,6621,6622"
2,Chandler,"['surprise', 'joy']","00:01:49,400","00:01:53,904","['It was unbelievable!', ""We could totally be ourselves, we didn't have to play any games...""]",658,1,20,"[1, 2]","6621,6622"
3,Chandler,"['fear', 'anger', 'joy']","0:01:55,074","0:02:01,037","['Let her know I like her?', 'What are you, insane?', ""It's the next day!""]",658,1,20,"[4, 5, 6]","6624,6625,6626"
3,Chandler,"['anger', 'joy', 'neutral']","0:01:55,992","0:02:02,529","['What are you, insane?', ""It's the next day!"", 'How needy do I want to seem?']",658,1,20,"[5, 6, 7]","6625,6626,6627"
3,Chandler,"['joy', 'neutral', 'neutral']","0:01:59,744","00:02:04,039","[""It's the next day!"", 'How needy do I want to seem?', ""I'm right, right?""]",658,1,20,"[6, 7, 8]","6626,6627,6628"
2,Ross,"['neutral', 'sadness']","00:15:20,377","00:15:30,386","['Hey, do you think...would it be too weird if I invited Carol over to join us?', ""Cause she's, she's alone now, and pregnant, and, and sad.""]",659,1,14,"[5, 6]","6646,6647"
3,Ross,"['neutral', 'neutral', 'joy']","0:15:41,198","0:15:46,738","[""These people'll scooch down."", ""You guys'll scooch, won't you?"", ""Let's try scooching!""]",659,1,14,"[11, 12, 13]","6652,6653,6654"
